	ID	original_filename	Dataset	Organism	Technique	Target Element	Assay Factor	Conditions	PI	Tissue	region_type	basename	genotype	replicate	new_filename
1452	3774	3774_repset.14517398.smoothedM.clusters.gff3.enriched.gff.gz	H3K9me3;EGG mutant;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9me3	Larvae 3rd instar	Karpen, G.	Larvae	enriched	3774_repset.14517398.smoothedM.clusters.gff3	EGG mutant	0	H3K9me3_EGG-mutant_Larvae_Histone-Modification_0_enriched_3774
1453	3774	3774_repset.14517398.smoothedM.clusters.gff3.depleted.gff.gz	H3K9me3;EGG mutant;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9me3	Larvae 3rd instar	Karpen, G.	Larvae	depleted	3774_repset.14517398.smoothedM.clusters.gff3	EGG mutant	0	H3K9me3_EGG-mutant_Larvae_Histone-Modification_0_depleted_3774
1454	5261	5261_repset.9703022.smoothedM.clusters.gff3.depleted.gff.gz	H4K20me1;Oregon-R;Embryos 2-4 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H4K20me1	Embryos 2-4 hr OR	Karpen, G.	Embryo	depleted	5261_repset.9703022.smoothedM.clusters.gff3	wt	0	H4K20me1_wt_Embryo_Histone-Modification_0_depleted_5261
1455	5261	5261_repset.9703022.smoothedM.clusters.gff3.enriched.gff.gz	H4K20me1;Oregon-R;Embryos 2-4 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H4K20me1	Embryos 2-4 hr OR	Karpen, G.	Embryo	enriched	5261_repset.9703022.smoothedM.clusters.gff3	wt	0	H4K20me1_wt_Embryo_Histone-Modification_0_enriched_5261
1456	3716	3716_repset.9274431.smoothedM.clusters.gff3.enriched.gff.gz	Su(Hw);Fly-LacZ-RNAi;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	Su(Hw)	Larvae 3rd instar	Karpen, G.	ML-DmBG3	enriched	3716_repset.9274431.smoothedM.clusters.gff3	wt	0	Su(Hw)_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_enriched_3716
1457	3716	3716_repset.9274431.smoothedM.clusters.gff3.depleted.gff.gz	Su(Hw);Fly-LacZ-RNAi;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	Su(Hw)	Larvae 3rd instar	Karpen, G.	ML-DmBG3	depleted	3716_repset.9274431.smoothedM.clusters.gff3	wt	0	Su(Hw)_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_depleted_3716
1458	3812	3812_D.sim_E0-4h_Kr_peaks.bed.gff.gz	Kruppel;FlyStrain;Embryos 0-4 hr;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	Kruppel	Embryos 0-4 hr	White, K.	Embryo	enriched	3812_D.sim_E0-4h_Kr_peaks.bed.gff.gz	wt	0	Kruppel_wt_Embryo_Non-TF-Chromatin-binding-factor_0_enriched_3812
1459	3690	3690_repset.9702783.smoothedM.clusters.gff3.depleted.gff.gz	H3K4me2;Su(var)3-9 mutant;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me2	Larvae 3rd instar	Karpen, G.	Larvae	depleted	3690_repset.9702783.smoothedM.clusters.gff3	Su(var)3-9 mutant	0	H3K4me2_Su(var)3-9-mutant_Larvae_Histone-Modification_0_depleted_3690
1460	3690	3690_repset.9702783.smoothedM.clusters.gff3.enriched.gff.gz	H3K4me2;Su(var)3-9 mutant;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me2	Larvae 3rd instar	Karpen, G.	Larvae	enriched	3690_repset.9702783.smoothedM.clusters.gff3	Su(var)3-9 mutant	0	H3K4me2_Su(var)3-9-mutant_Larvae_Histone-Modification_0_enriched_3690
1461	432	432_AdultFemale_H3K4Me1_merged_dcc.gff.gz	H3K4me1;Adult Female;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me1	Adult Female	White, K.	Adult	enriched	432_AdultFemale_H3K4Me1_merged_dcc.gff.gz	wt	0	H3K4me1_wt_Adult_Histone-Modification_0_enriched_432
1462	709	709_Kc_early_origins_peaks.gff.gz	Replication-Origin;Kc167;Late Embryonic stage;Embryo-derived cell-line;DNA-tiling-array	D. melanogaster	DNA-tiling-array	DNA Replication	Replication-Origin	Late Embryonic stage	MacAlpine, D.	Kc	enriched	709_Kc_early_origins_peaks.gff.gz	wt	0	Replication-Origin_wt_Kc_DNA-Replication_0_enriched_709
1463	620	620_MAT_H3K36me3_E0-12h.bed_dcc.gff.gz	H3K36me3;Embryos 0-12 hr;Embryo;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K36me3	Embryos 0-12 hr	White, K.	Embryo	enriched	620_MAT_H3K36me3_E0-12h.bed_dcc.gff.gz	wt	0	H3K36me3_wt_Embryo_Histone-Modification_0_enriched_620
1464	3665	3665_repset.9703859.smoothedM.clusters.gff3.enriched.gff.gz	BEAF-32;Fly-LacZ-RNAi;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	BEAF-32	Larvae 3rd instar	Karpen, G.	ML-DmBG3	enriched	3665_repset.9703859.smoothedM.clusters.gff3	wt	0	BEAF-32_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_enriched_3665
1465	3665	3665_repset.9703859.smoothedM.clusters.gff3.depleted.gff.gz	BEAF-32;Fly-LacZ-RNAi;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	BEAF-32	Larvae 3rd instar	Karpen, G.	ML-DmBG3	depleted	3665_repset.9703859.smoothedM.clusters.gff3	wt	0	BEAF-32_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_depleted_3665
1466	825	825_E16-20_H3K9Ac_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3.gz	H3K9ac;Y cn bw sp;Embryos 16-20 hr;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K9ac	Embryos 16-20 hr	White, K.	Embryo	enriched	825_E16-20_H3K9Ac_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3.gz	wt	0	H3K9ac_wt_Embryo_Histone-Modification_0_enriched_825
1467	947	947_repset.5013880.smoothedM.clusters.gff3.enriched.gff.gz	NURF301;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	NURF301	Late Embryonic stage	Karpen, G.	S2	enriched	947_repset.5013880.smoothedM.clusters.gff3	wt	0	NURF301_wt_S2_Non-TF-Chromatin-binding-factor_0_enriched_947
1468	947	947_repset.5013880.smoothedM.clusters.gff3.depleted.gff.gz	NURF301;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	NURF301	Late Embryonic stage	Karpen, G.	S2	depleted	947_repset.5013880.smoothedM.clusters.gff3	wt	0	NURF301_wt_S2_Non-TF-Chromatin-binding-factor_0_depleted_947
1469	3688	3688_repset.9700963.smoothedM.clusters.gff3.enriched.gff.gz	H3K4me2;Oregon-R;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me2	Larvae 3rd instar	Karpen, G.	Larvae	enriched	3688_repset.9700963.smoothedM.clusters.gff3	wt	0	H3K4me2_wt_Larvae_Histone-Modification_0_enriched_3688
1470	3688	3688_repset.9700963.smoothedM.clusters.gff3.depleted.gff.gz	H3K4me2;Oregon-R;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me2	Larvae 3rd instar	Karpen, G.	Larvae	depleted	3688_repset.9700963.smoothedM.clusters.gff3	wt	0	H3K4me2_wt_Larvae_Histone-Modification_0_depleted_3688
1471	3035	3035_repset.9700969.smoothedM.clusters.gff3.depleted.gff.gz	JIL-1;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	JIL-1	Larvae 3rd instar	Karpen, G.	ML-DmBG3	depleted	3035_repset.9700969.smoothedM.clusters.gff3	wt	0	JIL-1_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_depleted_3035
1472	3035	3035_repset.9700969.smoothedM.clusters.gff3.enriched.gff.gz	JIL-1;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	JIL-1	Larvae 3rd instar	Karpen, G.	ML-DmBG3	enriched	3035_repset.9700969.smoothedM.clusters.gff3	wt	0	JIL-1_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_enriched_3035
1473	922	922_repset.4620888.smoothedM.clusters.gff3.enriched.gff.gz	BEAF-32;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	BEAF-32	Late Embryonic stage	Karpen, G.	S2	enriched	922_repset.4620888.smoothedM.clusters.gff3	wt	0	BEAF-32_wt_S2_Non-TF-Chromatin-binding-factor_0_enriched_922
1474	922	922_repset.4620888.smoothedM.clusters.gff3.depleted.gff.gz	BEAF-32;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	BEAF-32	Late Embryonic stage	Karpen, G.	S2	depleted	922_repset.4620888.smoothedM.clusters.gff3	wt	0	BEAF-32_wt_S2_Non-TF-Chromatin-binding-factor_0_depleted_922
1475	3667	3667_repset.9274914.smoothedM.clusters.gff3.depleted.gff.gz	CP190;CG8591-RNAi;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	CP190	Larvae 3rd instar	Karpen, G.	ML-DmBG3	depleted	3667_repset.9274914.smoothedM.clusters.gff3	wt	0	CP190_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_depleted_3667
1476	3667	3667_repset.9274914.smoothedM.clusters.gff3.enriched.gff.gz	CP190;CG8591-RNAi;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	CP190	Larvae 3rd instar	Karpen, G.	ML-DmBG3	enriched	3667_repset.9274914.smoothedM.clusters.gff3	wt	0	CP190_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_enriched_3667
1477	5117	5117_repset.18482481.enrichment.clusters.gff3.enriched.gff.gz	MBD-R2;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	MBD-R2	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	5117_repset.18482481.enrichment.clusters.gff3	wt	0	MBD-R2_wt_Embryo_Non-TF-Chromatin-binding-factor_0_enriched_5117
1478	5117	5117_2444.enrichment.clusters.gff3.enriched.gff.gz	MBD-R2;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	MBD-R2	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	5117_2444.enrichment.clusters.gff3	wt	1	MBD-R2_wt_Embryo_Non-TF-Chromatin-binding-factor_1_enriched_5117
1479	5117	5117_2443.enrichment.clusters.gff3.enriched.gff.gz	MBD-R2;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	MBD-R2	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	5117_2443.enrichment.clusters.gff3	wt	2	MBD-R2_wt_Embryo_Non-TF-Chromatin-binding-factor_2_enriched_5117
1480	329	329_repset.4162648.smoothedM.clusters.gff3.depleted.gff.gz	RNA polymerase II;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	RNA polymerase II	Late Embryonic stage	Karpen, G.	S2	depleted	329_repset.4162648.smoothedM.clusters.gff3	wt	0	RNA-polymerase-II_wt_S2_Non-TF-Chromatin-binding-factor_0_depleted_329
1481	329	329_repset.4162648.smoothedM.clusters.gff3.enriched.gff.gz	RNA polymerase II;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	RNA polymerase II	Late Embryonic stage	Karpen, G.	S2	enriched	329_repset.4162648.smoothedM.clusters.gff3	wt	0	RNA-polymerase-II_wt_S2_Non-TF-Chromatin-binding-factor_0_enriched_329
1482	5103	5103_2023.enrichment.clusters.gff3.enriched.gff.gz	H3K9acS10P;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K9acS10P	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	5103_2023.enrichment.clusters.gff3	wt	0	H3K9acS10P_wt_Embryo_Histone-Modification_0_enriched_5103
1483	5103	5103_repset.17401620.enrichment.clusters.gff3.enriched.gff.gz	H3K9acS10P;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K9acS10P	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	5103_repset.17401620.enrichment.clusters.gff3	wt	1	H3K9acS10P_wt_Embryo_Histone-Modification_1_enriched_5103
1484	5103	5103_2022.enrichment.clusters.gff3.enriched.gff.gz	H3K9acS10P;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K9acS10P	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	5103_2022.enrichment.clusters.gff3	wt	2	H3K9acS10P_wt_Embryo_Histone-Modification_2_enriched_5103
1485	3025	3025_repset.9700959.smoothedM.clusters.gff3.enriched.gff.gz	HP2;Oregon-R;Embryos 14-16 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP2	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	3025_repset.9700959.smoothedM.clusters.gff3	wt	0	HP2_wt_Embryo_Non-TF-Chromatin-binding-factor_0_enriched_3025
1486	3025	3025_repset.9700959.smoothedM.clusters.gff3.depleted.gff.gz	HP2;Oregon-R;Embryos 14-16 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP2	Embryos 14-16 hr OR	Karpen, G.	Embryo	depleted	3025_repset.9700959.smoothedM.clusters.gff3	wt	0	HP2_wt_Embryo_Non-TF-Chromatin-binding-factor_0_depleted_3025
1487	798	798_Pupae_H3K4Me3_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3.gz	H3K4me3;Y cn bw sp;Pupae;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me3	Pupae	White, K.	Pupae	enriched	798_Pupae_H3K4Me3_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3.gz	wt	0	H3K4me3_wt_Pupae_Histone-Modification_0_enriched_798
1488	6072	6072_repset.9276434.smoothedM.clusters.gff3.enriched.gff.gz	H3K9ac;Oregon-R;Embryos 2-4 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9ac	Embryos 2-4 hr OR	Karpen, G.	Embryo	enriched	6072_repset.9276434.smoothedM.clusters.gff3	wt	0	H3K9ac_wt_Embryo_Histone-Modification_0_enriched_6072
1489	6072	6072_repset.9276434.smoothedM.clusters.gff3.depleted.gff.gz	H3K9ac;Oregon-R;Embryos 2-4 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9ac	Embryos 2-4 hr OR	Karpen, G.	Embryo	depleted	6072_repset.9276434.smoothedM.clusters.gff3	wt	0	H3K9ac_wt_Embryo_Histone-Modification_0_depleted_6072
1490	4197	4197_repset.4162041.smoothedM.clusters.gff3.depleted.gff.gz	H3K79me3;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K79me3	Larvae 3rd instar	Karpen, G.	ML-DmBG3	depleted	4197_repset.4162041.smoothedM.clusters.gff3	wt	0	H3K79me3_wt_ML-DmBG3_Histone-Modification_0_depleted_4197
1491	4197	4197_repset.4162041.smoothedM.clusters.gff3.enriched.gff.gz	H3K79me3;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K79me3	Larvae 3rd instar	Karpen, G.	ML-DmBG3	enriched	4197_repset.4162041.smoothedM.clusters.gff3	wt	0	H3K79me3_wt_ML-DmBG3_Histone-Modification_0_enriched_4197
1492	3679	3679_repset.9702637.smoothedM.clusters.gff3.enriched.gff.gz	H3K27me3;CG10159-RNAi;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	H3K27me3	Larvae 3rd instar	Karpen, G.	ML-DmBG3	enriched	3679_repset.9702637.smoothedM.clusters.gff3	wt	0	H3K27me3_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_enriched_3679
1493	3679	3679_repset.9702637.smoothedM.clusters.gff3.depleted.gff.gz	H3K27me3;CG10159-RNAi;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	H3K27me3	Larvae 3rd instar	Karpen, G.	ML-DmBG3	depleted	3679_repset.9702637.smoothedM.clusters.gff3	wt	0	H3K27me3_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_depleted_3679
1494	398	398_L1_H3K4Me1_merged_dcc.gff.gz	H3K4me1;Y cn bw sp;Larvae L1 stage;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me1	Larvae L1 stage	White, K.	Larvae	enriched	398_L1_H3K4Me1_merged_dcc.gff.gz	wt	0	H3K4me1_wt_Larvae_Histone-Modification_0_enriched_398
1495	2657	2657_repset.4161958.smoothedM.clusters.gff3.depleted.gff.gz	H3K4me2;Oregon-R;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me2	Larvae 3rd instar	Karpen, G.	Larvae	depleted	2657_repset.4161958.smoothedM.clusters.gff3	wt	0	H3K4me2_wt_Larvae_Histone-Modification_0_depleted_2657
1496	2657	2657_repset.4161958.smoothedM.clusters.gff3.enriched.gff.gz	H3K4me2;Oregon-R;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me2	Larvae 3rd instar	Karpen, G.	Larvae	enriched	2657_repset.4161958.smoothedM.clusters.gff3	wt	0	H3K4me2_wt_Larvae_Histone-Modification_0_enriched_2657
1497	3010	3010_repset.9276433.smoothedM.clusters.gff3.enriched.gff.gz	H3K9acS10P;CME-W1-Cl.8+;Larvae 3rd instar;Dorsal mesothoracic disc;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9acS10P	Larvae 3rd instar	Karpen, G.	CME-W1-Cl.8+	enriched	3010_repset.9276433.smoothedM.clusters.gff3	wt	0	H3K9acS10P_wt_CME-W1-Cl.8+_Histone-Modification_0_enriched_3010
1498	3010	3010_repset.9276433.smoothedM.clusters.gff3.depleted.gff.gz	H3K9acS10P;CME-W1-Cl.8+;Larvae 3rd instar;Dorsal mesothoracic disc;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9acS10P	Larvae 3rd instar	Karpen, G.	CME-W1-Cl.8+	depleted	3010_repset.9276433.smoothedM.clusters.gff3	wt	0	H3K9acS10P_wt_CME-W1-Cl.8+_Histone-Modification_0_depleted_3010
1499	5263	5263_repset.17400489.smoothedM.clusters.gff3.enriched.gff.gz	HP1a;Ago2 414;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP1a	Larvae 3rd instar	Karpen, G.	Larvae	enriched	5263_repset.17400489.smoothedM.clusters.gff3	wt	0	HP1a_wt_Larvae_Non-TF-Chromatin-binding-factor_0_enriched_5263
1500	5263	5263_repset.17400489.smoothedM.clusters.gff3.depleted.gff.gz	HP1a;Ago2 414;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP1a	Larvae 3rd instar	Karpen, G.	Larvae	depleted	5263_repset.17400489.smoothedM.clusters.gff3	wt	0	HP1a_wt_Larvae_Non-TF-Chromatin-binding-factor_0_depleted_5263
1501	2634	2634_E0-12_HDAC-499_peaks.bed.gff3.gz	HDAC3;Y cn bw sp;Embryos 0-12 hr;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	HDAC3	Embryos 0-12 hr	White, K.	Embryo	enriched	2634_E0-12_HDAC-499_peaks.bed.gff3.gz	wt	0	HDAC3_wt_Embryo_Non-TF-Chromatin-binding-factor_0_enriched_2634
1502	275	275_repset.4620431.smoothedM.clusters.gff3.enriched.gff.gz	Chriz;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	Chriz	Larvae 3rd instar	Karpen, G.	ML-DmBG3	enriched	275_repset.4620431.smoothedM.clusters.gff3	wt	0	Chriz_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_enriched_275
1503	275	275_repset.4620431.smoothedM.clusters.gff3.depleted.gff.gz	Chriz;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	Chriz	Larvae 3rd instar	Karpen, G.	ML-DmBG3	depleted	275_repset.4620431.smoothedM.clusters.gff3	wt	0	Chriz_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_depleted_275
1504	885	885_E0-4_8wg16_agilent_dmel3_merged_dcc.gff.gz	RNA polymerase II;Embryos 0-4 hr;ChIP-chip	D. melanogaster	ChIP-chip	Transcriptional Factor	RNA polymerase II	Embryos 0-4 hr	White, K.	Embryo	enriched	885_E0-4_8wg16_agilent_dmel3_merged_dcc.gff.gz	wt	0	RNA-polymerase-II_wt_Embryo_Transcriptional-Factor_0_enriched_885
1505	5066	5066_repset.17400888.smoothedM.clusters.gff3.enriched.gff.gz	Su(Hw);Oregon-R;Embryos 2-4 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	Su(Hw)	Embryos 2-4 hr OR	Karpen, G.	Embryo	enriched	5066_repset.17400888.smoothedM.clusters.gff3	wt	0	Su(Hw)_wt_Embryo_Non-TF-Chromatin-binding-factor_0_enriched_5066
1506	5066	5066_repset.17400888.smoothedM.clusters.gff3.depleted.gff.gz	Su(Hw);Oregon-R;Embryos 2-4 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	Su(Hw)	Embryos 2-4 hr OR	Karpen, G.	Embryo	depleted	5066_repset.17400888.smoothedM.clusters.gff3	wt	0	Su(Hw)_wt_Embryo_Non-TF-Chromatin-binding-factor_0_depleted_5066
1507	965	965_repset.7766223.smoothedM.clusters.gff3.depleted.gff.gz	H3K4me2;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me2	Late Embryonic stage	Karpen, G.	S2	depleted	965_repset.7766223.smoothedM.clusters.gff3	wt	0	H3K4me2_wt_S2_Histone-Modification_0_depleted_965
1508	965	965_repset.7766223.smoothedM.clusters.gff3.enriched.gff.gz	H3K4me2;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me2	Late Embryonic stage	Karpen, G.	S2	enriched	965_repset.7766223.smoothedM.clusters.gff3	wt	0	H3K4me2_wt_S2_Histone-Modification_0_enriched_965
1509	3058	3058_repset.9699864.smoothedM.clusters.gff3.enriched.gff.gz	SPT16;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	SPT16	Late Embryonic stage	Karpen, G.	S2	enriched	3058_repset.9699864.smoothedM.clusters.gff3	wt	0	SPT16_wt_S2_Non-TF-Chromatin-binding-factor_0_enriched_3058
1510	3058	3058_repset.9699864.smoothedM.clusters.gff3.depleted.gff.gz	SPT16;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	SPT16	Late Embryonic stage	Karpen, G.	S2	depleted	3058_repset.9699864.smoothedM.clusters.gff3	wt	0	SPT16_wt_S2_Non-TF-Chromatin-binding-factor_0_depleted_3058
1511	5133	5133_repset.4621050.smoothedM.clusters.gff3.enriched.gff.gz	H1;CME-W1-Cl.8+;Larvae 3rd instar;Dorsal mesothoracic disc;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H1	Larvae 3rd instar	Karpen, G.	CME-W1-Cl.8+	enriched	5133_repset.4621050.smoothedM.clusters.gff3	wt	0	H1_wt_CME-W1-Cl.8+_Histone-Modification_0_enriched_5133
1512	5133	5133_repset.4621050.smoothedM.clusters.gff3.depleted.gff.gz	H1;CME-W1-Cl.8+;Larvae 3rd instar;Dorsal mesothoracic disc;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H1	Larvae 3rd instar	Karpen, G.	CME-W1-Cl.8+	depleted	5133_repset.4621050.smoothedM.clusters.gff3	wt	0	H1_wt_CME-W1-Cl.8+_Histone-Modification_0_depleted_5133
1513	3689	3689_repset.9700964.smoothedM.clusters.gff3.enriched.gff.gz	H3K4me2;Oregon-R;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me2	Larvae 3rd instar	Karpen, G.	Larvae	enriched	3689_repset.9700964.smoothedM.clusters.gff3	wt	0	H3K4me2_wt_Larvae_Histone-Modification_0_enriched_3689
1514	3689	3689_repset.9700964.smoothedM.clusters.gff3.depleted.gff.gz	H3K4me2;Oregon-R;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me2	Larvae 3rd instar	Karpen, G.	Larvae	depleted	3689_repset.9700964.smoothedM.clusters.gff3	wt	0	H3K4me2_wt_Larvae_Histone-Modification_0_depleted_3689
1515	388	388_L3_H3K4Me1_merged_dcc.gff.gz	H3K4me1;Y cn bw sp;Larvae L3 stage;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me1	Larvae L3 stage	White, K.	Larvae	enriched	388_L3_H3K4Me1_merged_dcc.gff.gz	wt	0	H3K4me1_wt_Larvae_Histone-Modification_0_enriched_388
1516	3691	3691_repset.9276435.smoothedM.clusters.gff3.enriched.gff.gz	H3K4me3;CG8573-RNAi;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	H3K4me3	Larvae 3rd instar	Karpen, G.	ML-DmBG3	enriched	3691_repset.9276435.smoothedM.clusters.gff3	wt	0	H3K4me3_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_enriched_3691
